timestamp,device_id,moisture_level,temperature,signal_strength,zone,battery_level
2023-10-04 00:00:00,DEV_001,61.2,29.7,85,Agriculture_East,95
2023-10-04 01:00:00,DEV_002,60.3,30.3,86,Agriculture_West,93
2023-10-04 02:00:00,DEV_003,60.3,29.8,87,Agriculture_North,91
2023-10-04 03:00:00,DEV_001,60.7,29.6,85,Agriculture_East,95
2023-10-04 04:00:00,DEV_002,59.8,29.8,89,Agriculture_West,93
2023-10-04 05:00:00,DEV_003,59.9,29.8,78,Agriculture_North,91
2023-10-04 06:00:00,DEV_001,59.1,29.7,87,Agriculture_East,95
2023-10-04 07:00:00,DEV_002,59.0,30.3,86,Agriculture_West,93
2023-10-04 08:00:00,DEV_003,58.8,30.0,76,Agriculture_North,91
2023-10-04 09:00:00,DEV_001,58.6,29.9,82,Agriculture_East,95
2023-10-04 10:00:00,DEV_002,58.1,29.8,88,Agriculture_West,93
2023-10-04 11:00:00,DEV_003,58.2,30.0,89,Agriculture_North,91
2023-10-04 12:00:00,DEV_001,57.7,29.8,84,Agriculture_East,95
2023-10-04 13:00:00,DEV_002,57.5,29.8,82,Agriculture_West,93
2023-10-04 14:00:00,DEV_003,57.2,30.1,87,Agriculture_North,91
2023-10-04 15:00:00,DEV_001,57.7,30.1,86,Agriculture_East,95
2023-10-04 16:00:00,DEV_002,56.6,30.3,78,Agriculture_West,93
2023-10-04 17:00:00,DEV_003,56.7,29.6,84,Agriculture_North,91
2023-10-04 18:00:00,DEV_001,56.8,29.7,89,Agriculture_East,95
2023-10-04 19:00:00,DEV_002,56.3,30.0,82,Agriculture_West,93
2023-10-04 20:00:00,DEV_003,56.5,29.4,76,Agriculture_North,91
2023-10-04 21:00:00,DEV_001,55.7,29.4,79,Agriculture_East,95
2023-10-04 22:00:00,DEV_002,55.4,29.7,75,Agriculture_West,93
2023-10-04 23:00:00,DEV_003,55.8,30.1,88,Agriculture_North,91
2023-10-05 00:00:00,DEV_001,55.1,29.4,87,Agriculture_East,95
2023-10-05 01:00:00,DEV_002,54.8,29.8,88,Agriculture_West,93
2023-10-05 02:00:00,DEV_003,55.4,29.3,79,Agriculture_North,91
2023-10-05 03:00:00,DEV_001,55.2,30.0,77,Agriculture_East,95
2023-10-05 04:00:00,DEV_002,54.9,29.8,83,Agriculture_West,93
2023-10-05 05:00:00,DEV_003,54.5,29.6,88,Agriculture_North,91
2023-10-05 06:00:00,DEV_001,54.2,29.7,77,Agriculture_East,95
2023-10-05 07:00:00,DEV_002,54.9,29.5,83,Agriculture_West,93
2023-10-05 08:00:00,DEV_003,54.9,29.8,84,Agriculture_North,91
2023-10-05 09:00:00,DEV_001,54.3,29.2,82,Agriculture_East,95
2023-10-05 10:00:00,DEV_002,53.9,29.7,82,Agriculture_West,93
2023-10-05 11:00:00,DEV_003,53.9,29.1,75,Agriculture_North,91
2023-10-05 12:00:00,DEV_001,54.3,29.0,82,Agriculture_East,95
2023-10-05 13:00:00,DEV_002,53.9,29.2,85,Agriculture_West,93
2023-10-05 14:00:00,DEV_003,53.7,29.1,79,Agriculture_North,91
2023-10-05 15:00:00,DEV_001,53.6,28.9,79,Agriculture_East,95
2023-10-05 16:00:00,DEV_002,54.4,29.2,77,Agriculture_West,93
2023-10-05 17:00:00,DEV_003,53.9,29.0,85,Agriculture_North,91
2023-10-05 18:00:00,DEV_001,54.0,28.9,79,Agriculture_East,95
2023-10-05 19:00:00,DEV_002,53.5,29.4,78,Agriculture_West,93
2023-10-05 20:00:00,DEV_003,54.3,29.1,86,Agriculture_North,91
2023-10-05 21:00:00,DEV_001,54.3,28.8,82,Agriculture_East,95
2023-10-05 22:00:00,DEV_002,54.2,28.9,85,Agriculture_West,93
2023-10-05 23:00:00,DEV_003,54.5,28.9,78,Agriculture_North,91
2023-10-06 00:00:00,DEV_001,54.3,28.8,85,Agriculture_East,95
2023-10-06 01:00:00,DEV_002,53.8,28.4,88,Agriculture_West,93
2023-10-06 02:00:00,DEV_003,54.6,28.8,84,Agriculture_North,91
2023-10-06 03:00:00,DEV_001,54.5,28.3,79,Agriculture_East,95
2023-10-06 04:00:00,DEV_002,55.0,28.4,84,Agriculture_West,93
2023-10-06 05:00:00,DEV_003,54.2,28.3,76,Agriculture_North,91
2023-10-06 06:00:00,DEV_001,55.2,28.5,81,Agriculture_East,95
2023-10-06 07:00:00,DEV_002,55.0,28.8,80,Agriculture_West,93
2023-10-06 08:00:00,DEV_003,54.5,28.6,88,Agriculture_North,91
2023-10-06 09:00:00,DEV_001,55.7,28.3,76,Agriculture_East,95
2023-10-06 10:00:00,DEV_002,55.8,28.1,78,Agriculture_West,93
2023-10-06 11:00:00,DEV_003,55.3,28.4,78,Agriculture_North,91
2023-10-06 12:00:00,DEV_001,56.2,28.3,78,Agriculture_East,95
2023-10-06 13:00:00,DEV_002,56.1,28.2,79,Agriculture_West,93
2023-10-06 14:00:00,DEV_003,56.7,27.8,89,Agriculture_North,91
2023-10-06 15:00:00,DEV_001,55.8,27.9,80,Agriculture_East,95
2023-10-06 16:00:00,DEV_002,56.7,27.9,88,Agriculture_West,93
2023-10-06 17:00:00,DEV_003,57.2,27.5,86,Agriculture_North,91
2023-10-06 18:00:00,DEV_001,56.5,28.0,76,Agriculture_East,95
2023-10-06 19:00:00,DEV_002,57.6,27.5,78,Agriculture_West,93
2023-10-06 20:00:00,DEV_003,57.9,27.3,79,Agriculture_North,91
2023-10-06 21:00:00,DEV_001,57.4,28.0,89,Agriculture_East,95
2023-10-06 22:00:00,DEV_002,57.6,27.2,89,Agriculture_West,93
2023-10-06 23:00:00,DEV_003,58.3,27.4,80,Agriculture_North,91
2023-10-07 00:00:00,DEV_001,58.6,27.3,86,Agriculture_East,95
2023-10-07 01:00:00,DEV_002,58.3,27.6,79,Agriculture_West,93
2023-10-07 02:00:00,DEV_003,58.4,27.2,86,Agriculture_North,91
2023-10-07 03:00:00,DEV_001,59.2,27.1,88,Agriculture_East,94
2023-10-07 04:00:00,DEV_002,58.7,27.1,81,Agriculture_West,92
2023-10-07 05:00:00,DEV_003,59.8,27.3,89,Agriculture_North,90
2023-10-07 06:00:00,DEV_001,59.3,27.4,81,Agriculture_East,94
2023-10-07 07:00:00,DEV_002,59.9,27.3,80,Agriculture_West,92
2023-10-07 08:00:00,DEV_003,60.2,27.2,79,Agriculture_North,90
2023-10-07 09:00:00,DEV_001,60.4,26.6,84,Agriculture_East,94
2023-10-07 10:00:00,DEV_002,60.3,26.6,78,Agriculture_West,92
2023-10-07 11:00:00,DEV_003,60.8,26.5,76,Agriculture_North,90
2023-10-07 12:00:00,DEV_001,60.7,26.5,89,Agriculture_East,94
2023-10-07 13:00:00,DEV_002,61.3,26.3,79,Agriculture_West,92
2023-10-07 14:00:00,DEV_003,61.9,26.7,81,Agriculture_North,90
2023-10-07 15:00:00,DEV_001,62.0,26.6,77,Agriculture_East,94
2023-10-07 16:00:00,DEV_002,62.7,26.6,83,Agriculture_West,92
2023-10-07 17:00:00,DEV_003,62.6,26.5,88,Agriculture_North,90
2023-10-07 18:00:00,DEV_001,62.4,26.3,83,Agriculture_East,94
2023-10-07 19:00:00,DEV_002,63.3,26.0,87,Agriculture_West,92
2023-10-07 20:00:00,DEV_003,63.7,26.2,76,Agriculture_North,90
2023-10-07 21:00:00,DEV_001,63.5,25.9,89,Agriculture_East,94
2023-10-07 22:00:00,DEV_002,63.2,25.7,76,Agriculture_West,92
2023-10-07 23:00:00,DEV_003,64.3,25.7,88,Agriculture_North,90
2023-10-08 00:00:00,DEV_001,64.5,26.2,75,Agriculture_East,94
2023-10-08 01:00:00,DEV_002,64.6,26.1,87,Agriculture_West,92
2023-10-08 02:00:00,DEV_003,64.2,25.8,77,Agriculture_North,90
2023-10-08 03:00:00,DEV_001,64.2,25.9,86,Agriculture_East,94
2023-10-08 04:00:00,DEV_002,64.1,25.4,77,Agriculture_West,92
2023-10-08 05:00:00,DEV_003,64.3,25.3,78,Agriculture_North,90
2023-10-08 06:00:00,DEV_001,64.9,25.2,84,Agriculture_East,94
2023-10-08 07:00:00,DEV_002,65.2,25.7,87,Agriculture_West,92
2023-10-08 08:00:00,DEV_003,65.6,25.7,85,Agriculture_North,90
2023-10-08 09:00:00,DEV_001,65.3,25.5,75,Agriculture_East,94
2023-10-08 10:00:00,DEV_002,65.1,25.4,75,Agriculture_West,92
2023-10-08 11:00:00,DEV_003,65.9,25.3,84,Agriculture_North,90
2023-10-08 12:00:00,DEV_001,65.5,25.1,81,Agriculture_East,94
2023-10-08 13:00:00,DEV_002,66.3,25.5,80,Agriculture_West,92
2023-10-08 14:00:00,DEV_003,66.1,25.5,85,Agriculture_North,90
2023-10-08 15:00:00,DEV_001,66.1,25.5,75,Agriculture_East,94
2023-10-08 16:00:00,DEV_002,65.6,25.1,84,Agriculture_West,92
2023-10-08 17:00:00,DEV_003,66.2,25.3,83,Agriculture_North,90
2023-10-08 18:00:00,DEV_001,66.4,25.1,78,Agriculture_East,94
2023-10-08 19:00:00,DEV_002,66.2,25.3,88,Agriculture_West,92
2023-10-08 20:00:00,DEV_003,66.1,25.1,89,Agriculture_North,90
2023-10-08 21:00:00,DEV_001,65.5,24.6,75,Agriculture_East,94
2023-10-08 22:00:00,DEV_002,65.9,24.6,79,Agriculture_West,92
2023-10-08 23:00:00,DEV_003,66.0,24.8,76,Agriculture_North,90
2023-10-09 00:00:00,DEV_001,66.5,24.8,76,Agriculture_East,94
2023-10-09 01:00:00,DEV_002,65.6,24.8,83,Agriculture_West,92
2023-10-09 02:00:00,DEV_003,65.4,24.4,80,Agriculture_North,90
2023-10-09 03:00:00,DEV_001,65.3,24.4,82,Agriculture_East,94
2023-10-09 04:00:00,DEV_002,66.1,24.8,85,Agriculture_West,92
2023-10-09 05:00:00,DEV_003,65.2,24.2,76,Agriculture_North,90
2023-10-09 06:00:00,DEV_001,65.6,24.2,83,Agriculture_East,94
2023-10-09 07:00:00,DEV_002,65.1,24.3,78,Agriculture_West,92
2023-10-09 08:00:00,DEV_003,65.3,24.0,86,Agriculture_North,90
2023-10-09 09:00:00,DEV_001,65.8,24.7,82,Agriculture_East,94
2023-10-09 10:00:00,DEV_002,65.5,24.6,87,Agriculture_West,92
2023-10-09 11:00:00,DEV_003,65.2,24.1,86,Agriculture_North,90
2023-10-09 12:00:00,DEV_001,65.1,24.3,83,Agriculture_East,94
2023-10-09 13:00:00,DEV_002,64.3,23.9,78,Agriculture_West,92
2023-10-09 14:00:00,DEV_003,64.8,24.3,78,Agriculture_North,90
2023-10-09 15:00:00,DEV_001,64.2,23.9,80,Agriculture_East,94
2023-10-09 16:00:00,DEV_002,64.0,24.0,78,Agriculture_West,92
2023-10-09 17:00:00,DEV_003,64.3,24.4,82,Agriculture_North,90
2023-10-09 18:00:00,DEV_001,63.8,23.9,88,Agriculture_East,94
2023-10-09 19:00:00,DEV_002,63.1,24.5,78,Agriculture_West,92
2023-10-09 20:00:00,DEV_003,63.6,24.4,81,Agriculture_North,90
2023-10-09 21:00:00,DEV_001,63.0,23.9,86,Agriculture_East,94
2023-10-09 22:00:00,DEV_002,62.7,23.7,79,Agriculture_West,92
2023-10-09 23:00:00,DEV_003,62.4,24.2,81,Agriculture_North,90
2023-10-10 00:00:00,DEV_001,62.2,24.4,75,Agriculture_East,94
2023-10-10 01:00:00,DEV_002,62.4,23.9,88,Agriculture_West,92
2023-10-10 02:00:00,DEV_003,62.3,23.7,88,Agriculture_North,90
2023-10-10 03:00:00,DEV_001,61.3,23.8,89,Agriculture_East,94
2023-10-10 04:00:00,DEV_002,61.7,24.0,88,Agriculture_West,92
2023-10-10 05:00:00,DEV_003,61.4,23.9,80,Agriculture_North,90
2023-10-10 06:00:00,DEV_001,60.7,24.3,89,Agriculture_East,94
2023-10-10 07:00:00,DEV_002,61.0,24.3,89,Agriculture_West,92
2023-10-10 08:00:00,DEV_003,60.9,24.3,87,Agriculture_North,90
2023-10-10 09:00:00,DEV_001,60.3,24.3,79,Agriculture_East,94
2023-10-10 10:00:00,DEV_002,60.4,23.8,80,Agriculture_West,92
2023-10-10 11:00:00,DEV_003,59.5,24.1,87,Agriculture_North,90
2023-10-10 12:00:00,DEV_001,59.5,24.0,82,Agriculture_East,94
2023-10-10 13:00:00,DEV_002,58.9,23.8,76,Agriculture_West,92
2023-10-10 14:00:00,DEV_003,58.7,24.4,77,Agriculture_North,90
2023-10-10 15:00:00,DEV_001,59.1,24.3,81,Agriculture_East,94
2023-10-10 16:00:00,DEV_002,58.4,24.1,75,Agriculture_West,92
2023-10-10 17:00:00,DEV_003,58.8,24.2,76,Agriculture_North,90
2023-10-10 18:00:00,DEV_001,58.6,23.7,85,Agriculture_East,94
2023-10-10 19:00:00,DEV_002,57.8,23.8,82,Agriculture_West,92
2023-10-10 20:00:00,DEV_003,57.8,23.8,86,Agriculture_North,90
2023-10-10 21:00:00,DEV_001,57.4,24.4,89,Agriculture_East,94
2023-10-10 22:00:00,DEV_002,57.4,24.3,81,Agriculture_West,92
2023-10-10 23:00:00,DEV_003,56.4,24.5,80,Agriculture_North,90
2023-10-11 00:00:00,DEV_001,57.2,24.5,75,Agriculture_East,94
2023-10-11 01:00:00,DEV_002,56.2,24.0,79,Agriculture_West,92
2023-10-11 02:00:00,DEV_003,56.1,24.0,84,Agriculture_North,90
2023-10-11 03:00:00,DEV_001,56.5,24.5,87,Agriculture_East,94
2023-10-11 04:00:00,DEV_002,56.5,24.5,88,Agriculture_West,92
2023-10-11 05:00:00,DEV_003,56.1,24.6,80,Agriculture_North,90
2023-10-11 06:00:00,DEV_001,55.2,24.5,84,Agriculture_East,94
2023-10-11 07:00:00,DEV_002,55.8,24.4,89,Agriculture_West,92
2023-10-11 08:00:00,DEV_003,54.7,24.3,81,Agriculture_North,90
2023-10-11 09:00:00,DEV_001,55.5,24.3,78,Agriculture_East,94
2023-10-11 10:00:00,DEV_002,55.1,24.0,86,Agriculture_West,92
2023-10-11 11:00:00,DEV_003,54.5,24.6,89,Agriculture_North,90
2023-10-11 12:00:00,DEV_001,54.7,24.0,85,Agriculture_East,94
2023-10-11 13:00:00,DEV_002,54.5,24.8,85,Agriculture_West,92
2023-10-11 14:00:00,DEV_003,53.9,24.2,80,Agriculture_North,90
2023-10-11 15:00:00,DEV_001,54.5,24.7,85,Agriculture_East,94
2023-10-11 16:00:00,DEV_002,54.3,25.0,81,Agriculture_West,92
2023-10-11 17:00:00,DEV_003,53.7,24.7,80,Agriculture_North,90
2023-10-11 18:00:00,DEV_001,54.3,24.7,77,Agriculture_East,94
2023-10-11 19:00:00,DEV_002,54.3,24.7,78,Agriculture_West,92
2023-10-11 20:00:00,DEV_003,54.0,24.6,88,Agriculture_North,90
2023-10-11 21:00:00,DEV_001,53.6,24.8,77,Agriculture_East,94
2023-10-11 22:00:00,DEV_002,54.5,24.4,88,Agriculture_West,92
2023-10-11 23:00:00,DEV_003,53.8,24.9,82,Agriculture_North,90
2023-10-12 00:00:00,DEV_001,53.7,24.9,84,Agriculture_East,94
2023-10-12 01:00:00,DEV_002,54.0,25.0,79,Agriculture_West,92
2023-10-12 02:00:00,DEV_003,53.7,24.8,89,Agriculture_North,90
2023-10-12 03:00:00,DEV_001,54.0,24.6,78,Agriculture_East,94
2023-10-12 04:00:00,DEV_002,54.1,25.2,77,Agriculture_West,92
2023-10-12 05:00:00,DEV_003,54.3,24.7,81,Agriculture_North,90
2023-10-12 06:00:00,DEV_001,54.3,25.2,76,Agriculture_East,94
2023-10-12 07:00:00,DEV_002,53.8,24.9,81,Agriculture_West,92
2023-10-12 08:00:00,DEV_003,54.2,25.6,75,Agriculture_North,90
2023-10-12 09:00:00,DEV_001,54.5,25.1,87,Agriculture_East,94
2023-10-12 10:00:00,DEV_002,55.1,25.3,87,Agriculture_West,92
2023-10-12 11:00:00,DEV_003,54.4,25.0,80,Agriculture_North,90
2023-10-12 12:00:00,DEV_001,54.5,25.3,87,Agriculture_East,94
2023-10-12 13:00:00,DEV_002,54.5,25.8,76,Agriculture_West,92
2023-10-12 14:00:00,DEV_003,54.9,25.8,78,Agriculture_North,90
2023-10-12 15:00:00,DEV_001,54.7,25.6,81,Agriculture_East,94
2023-10-12 16:00:00,DEV_002,55.4,25.4,85,Agriculture_West,92
2023-10-12 17:00:00,DEV_003,55.3,26.0,83,Agriculture_North,90
2023-10-12 18:00:00,DEV_001,55.4,25.6,79,Agriculture_East,94
2023-10-12 19:00:00,DEV_002,55.9,26.0,87,Agriculture_West,92
2023-10-12 20:00:00,DEV_003,55.5,25.6,79,Agriculture_North,90
2023-10-12 21:00:00,DEV_001,56.4,26.3,80,Agriculture_East,94
2023-10-12 22:00:00,DEV_002,56.9,26.1,77,Agriculture_West,92
2023-10-12 23:00:00,DEV_003,57.2,26.3,86,Agriculture_North,90
2023-10-13 00:00:00,DEV_001,56.4,26.4,86,Agriculture_East,94
2023-10-13 01:00:00,DEV_002,56.9,26.5,87,Agriculture_West,92
2023-10-13 02:00:00,DEV_003,56.7,26.3,81,Agriculture_North,90
2023-10-13 03:00:00,DEV_001,57.0,26.2,75,Agriculture_East,94
2023-10-13 04:00:00,DEV_002,57.3,26.2,82,Agriculture_West,92
2023-10-13 05:00:00,DEV_003,57.4,26.1,88,Agriculture_North,90
2023-10-13 06:00:00,DEV_001,57.6,26.3,85,Agriculture_East,94
2023-10-13 07:00:00,DEV_002,58.2,26.5,86,Agriculture_West,92
2023-10-13 08:00:00,DEV_003,58.4,26.6,78,Agriculture_North,90
2023-10-13 09:00:00,DEV_001,59.2,26.4,77,Agriculture_East,94
2023-10-13 10:00:00,DEV_002,58.9,26.4,75,Agriculture_West,92
2023-10-13 11:00:00,DEV_003,59.7,26.6,89,Agriculture_North,90
2023-10-13 12:00:00,DEV_001,60.0,27.0,89,Agriculture_East,94
2023-10-13 13:00:00,DEV_002,59.4,26.9,81,Agriculture_West,92
2023-10-13 14:00:00,DEV_003,59.7,26.9,86,Agriculture_North,90
2023-10-13 15:00:00,DEV_001,60.7,27.3,76,Agriculture_East,94
2023-10-13 16:00:00,DEV_002,60.7,27.1,82,Agriculture_West,92
2023-10-13 17:00:00,DEV_003,61.3,27.1,76,Agriculture_North,90
2023-10-13 18:00:00,DEV_001,61.0,27.1,84,Agriculture_East,94
2023-10-13 19:00:00,DEV_002,61.0,27.1,76,Agriculture_West,92
2023-10-13 20:00:00,DEV_003,61.7,27.1,84,Agriculture_North,90
2023-10-13 21:00:00,DEV_001,62.4,27.8,75,Agriculture_East,94
2023-10-13 22:00:00,DEV_002,62.2,27.9,85,Agriculture_West,92
2023-10-13 23:00:00,DEV_003,62.1,27.2,81,Agriculture_North,90
2023-10-14 00:00:00,DEV_001,62.2,27.6,88,Agriculture_East,94
2023-10-14 01:00:00,DEV_002,62.9,27.7,88,Agriculture_West,92
2023-10-14 02:00:00,DEV_003,63.4,27.9,84,Agriculture_North,90
2023-10-14 03:00:00,DEV_001,63.3,27.6,77,Agriculture_East,94
2023-10-14 04:00:00,DEV_002,63.7,27.9,76,Agriculture_West,92
2023-10-14 05:00:00,DEV_003,64.0,27.6,85,Agriculture_North,90
2023-10-14 06:00:00,DEV_001,63.8,28.4,76,Agriculture_East,94
2023-10-14 07:00:00,DEV_002,64.3,27.8,77,Agriculture_West,92
2023-10-14 08:00:00,DEV_003,63.8,28.1,76,Agriculture_North,90
2023-10-14 09:00:00,DEV_001,64.6,27.9,82,Agriculture_East,94
2023-10-14 10:00:00,DEV_002,64.0,28.1,75,Agriculture_West,92
2023-10-14 11:00:00,DEV_003,65.0,28.6,85,Agriculture_North,90
2023-10-14 12:00:00,DEV_001,64.6,28.4,83,Agriculture_East,94
2023-10-14 13:00:00,DEV_002,65.1,28.3,86,Agriculture_West,92
2023-10-14 14:00:00,DEV_003,65.5,28.7,77,Agriculture_North,90
2023-10-14 15:00:00,DEV_001,65.2,28.3,80,Agriculture_East,94
2023-10-14 16:00:00,DEV_002,64.9,28.2,87,Agriculture_West,92
2023-10-14 17:00:00,DEV_003,65.8,28.4,83,Agriculture_North,90
2023-10-14 18:00:00,DEV_001,65.3,28.3,75,Agriculture_East,94
2023-10-14 19:00:00,DEV_002,66.2,28.7,77,Agriculture_West,92
2023-10-14 20:00:00,DEV_003,65.4,28.5,78,Agriculture_North,90
2023-10-14 21:00:00,DEV_001,65.7,29.1,88,Agriculture_East,94
2023-10-14 22:00:00,DEV_002,66.3,29.0,76,Agriculture_West,92
2023-10-14 23:00:00,DEV_003,66.5,28.9,86,Agriculture_North,90
2023-10-15 00:00:00,DEV_001,65.8,29.0,86,Agriculture_East,94
2023-10-15 01:00:00,DEV_002,65.5,28.9,81,Agriculture_West,92
2023-10-15 02:00:00,DEV_003,65.8,29.4,79,Agriculture_North,90
2023-10-15 03:00:00,DEV_001,65.9,28.9,83,Agriculture_East,94
2023-10-15 04:00:00,DEV_002,65.4,29.5,75,Agriculture_West,92
2023-10-15 05:00:00,DEV_003,66.0,29.4,89,Agriculture_North,90
2023-10-15 06:00:00,DEV_001,66.5,29.2,75,Agriculture_East,94
2023-10-15 07:00:00,DEV_002,66.3,29.5,87,Agriculture_West,92
2023-10-15 08:00:00,DEV_003,65.6,29.6,84,Agriculture_North,90
2023-10-15 09:00:00,DEV_001,65.6,29.1,88,Agriculture_East,94
2023-10-15 10:00:00,DEV_002,66.3,29.6,79,Agriculture_West,92
2023-10-15 11:00:00,DEV_003,65.5,29.4,87,Agriculture_North,90
2023-10-15 12:00:00,DEV_001,65.8,29.6,88,Agriculture_East,94
2023-10-15 13:00:00,DEV_002,65.1,29.4,82,Agriculture_West,92
2023-10-15 14:00:00,DEV_003,65.0,29.3,82,Agriculture_North,90
2023-10-15 15:00:00,DEV_001,65.0,29.3,77,Agriculture_East,94
2023-10-15 16:00:00,DEV_002,65.7,29.9,82,Agriculture_West,92
2023-10-15 17:00:00,DEV_003,64.8,29.7,79,Agriculture_North,90
2023-10-15 18:00:00,DEV_001,64.8,29.8,79,Agriculture_East,94
2023-10-15 19:00:00,DEV_002,64.6,29.6,80,Agriculture_West,92
2023-10-15 20:00:00,DEV_003,64.7,29.5,80,Agriculture_North,90
